tweet,class,id,preprocessed_tweet
"@jma_55 Son más educados Pablenin, o Echeminga. Cuando llaman facha o cavernario en TW, eso es un ejercicio intelectual de primer orden.",0,id=885834930588180480,son mas educados pablenin echeminga cuando llaman facha cavernario en tw eso es un ejercicio intelectual de primer orden
"@labasesecreta No todos son vehículos, eso es racista.",0,id=885834843669528576,no todos son vehiculos eso es racista
"@ignacioaguado Menos preocuparse y más dar caña. Que os están toreando, cojones. Vaya panorama político de mierda que tenemos.",0,id=885834825453711361,menos preocuparse mas dar cana que os estan toreando cojones vaya panorama politico de mierda que tenemos
"@rafica_rtr1 @EASPORTSEsp Las recompensas son del mes de junio ""retrasado"" o acaso estamos en Agosto?",0,id=885834796303298562,las recompensas son del mes de junio retrasado acaso estamos en agosto
@isgue_ Pero si es free use mamon,0,id=885834740489756672,pero si es free use mamon
"@maduixeta__ @nikofex En ese caso no se que decir, me cuesta creer que Dalas haría eso, es un poco subnormal pero t… https://t.co/Ls5tuIogTs",0,id=885834386922491908,en ese caso no se que decir me cuesta creer que dalas haria eso es un poco subnormal pero
"@maikelsousa99 @atooca @DaniCeballos46 Mira listo, que eres listo, hasta cuando el franquismo estaba en plena decadencia el Barsa le daba medallas https://t.co/FpIdQZOBRs",0,id=885834354882211841,mira listo que eres listo hasta cuando el franquismo estaba en plena decadencia el barsa le daba medallas
@rtve @rtve da cobertura a terroristas de #Venezuela La deriva fascista del @PPopular y sus medios es muy preocupante. #ConElFranquismoHemosTopado,1,id=885834290180878337,da cobertura terroristas de venezuela la deriva fascista del sus medios es muy preocupante conelfranquismohemostopado
Un barco de la ultraderecha patrullará el Mediterráneo para impedir el rescate de emigrantes - 20minutos.es https://t.co/3lcGfh5Fx0,0,id=885834274284482560,un barco de la ultraderecha patrullara el mediterraneo para impedir el rescate de emigrantes minutoses
"Joder con @Mercadona y el ""facha"" de Roig...🤔🙄 https://t.co/zHFQu0GrdK",0,id=885834022663925760,joder con el facha de roig
"@SergiFdez7 @Artu_Code Los británicos pronuncian ""Monguer"". Él mismo lo pronuncia así.",0,id=885834010110427136,los britanicos pronuncian monguer el mismo lo pronuncia asi
"Comparar a un gitano con un miembro de una institución de poder como el ejército. Vamos, lo puto mismo https://t.co/6Es9PKPRxO",1,id=885833958692450304,comparar un gitano con un miembro de una institucion de poder como el ejercito vamos lo puto mismo
Que me vengan a mi a darme clases de maltrato y violencia de género. Venga pedazo de gilipollas. Os cuento lo que queráis.,0,id=885833860004683776,que me vengan mi darme clases de maltrato violencia de genero venga pedazo de gilipollas os cuento lo que querais
El corporativista presentador de @mananascuatro no permite replicar a @monederoJC a los insultos absurdos del facha Calleja...Asco/pena💩💩💩 https://t.co/wrnSKi7zHN,1,id=885833857983033347,el corporativista presentador de no permite replicar los insultos absurdos del facha calleja ascopena
@Juanmi_News Si es que aunque rectifique ya a dejado bien claro q  además de fascista es tonto! A no q ambas cosas es lo mismo! Jeje,1,id=885833837435138049,si es que aunque rectifique ya dejado bien claro ademas de fascista es tonto no ambas cosas es lo mismo jeje
@itxaP Malditos gobiernos y malditas armas,0,id=885833669176311808,malditos gobiernos malditas armas
"Shia Labeouf pide perdón al policía al que amenazó de muerte gritándole ""puto negro"" https://t.co/oN4tb0tkMr",0,id=885833631247327232,shia labeouf pide perdon al policia al que amenazo de muerte gritandole puto negro
Que ganas tan fuertes de comida india joder mataría por lo que fuese en este momento,0,id=885833435478196228,que ganas tan fuertes de comida india joder mataria por lo que fuese en este momento
"Esto se permite? ""Un barco de la ultraderecha patrullará el Mediterráneo para impedir el rescate de emigrantes"" https://t.co/Njd18hF72T",0,id=885833412405338113,esto se permite un barco de la ultraderecha patrullara el mediterraneo para impedir el rescate de emigrantes
"@Martasalmeron17 Esquirol, me he pasado al lado negro, es mejor q la basura que me llevas tuuuuuu tssssssssssssss https://t.co/GohtXoN6Kb",0,id=885833315948916736,esquirol me he pasado al lado negro es mejor la basura que me llevas tuuuuuu tssssssssssssss
Franco fascista asesino mató a 200.000 personas.,0,id=885833034917916672,franco fascista asesino mato personas
Cada vez es más evidente que los gobiernos nacionales no son suficientes para enfrentar la complejidad actual,0,id=885832939908608000,cada vez es mas evidente que los gobiernos nacionales no son suficientes para enfrentar la complejidad actual
Quienes instigan la violencia fascista no pueden erigirse como defensores de los DDHH #PCEconVenezuela https://t.co/UdZXSVvFuC,0,id=885832585271812102,quienes instigan la violencia fascista no pueden erigirse como defensores de los ddhh pceconvenezuela
"@jmunozbar @Andres2017FCB @agarzon no le sigas el juego al subnormal de la imagen del che, ojalá hubieran probado un poco de su ""revolución""",1,id=885832504741158912,no le sigas el juego al subnormal de la imagen del che ojala hubieran probado un poco de su revolucion
"No, no está loca esta gente que se divierte, que disfruta, que viaja, que folla, que lucha – no está loca… Cesare Pavese",0,id=885832487083159553,no no esta loca esta gente que se divierte que disfruta que viaja que folla que lucha no esta loca cesare pavese
JAJAJAJAJJAJA que vas a eclipsar tú y el otro subnormal xd https://t.co/6W4d4C5b2x,1,id=885832268308254721,jajajajajjaja que vas eclipsar tu el otro subnormal xd
En fin. Hoy día decir que eres de izquierdas no significa nada. Mejor llamarse rojo. Por lo menos se entiende.,0,id=885831710088208384,en fin hoy dia decir que eres de izquierdas no significa nada mejor llamarse rojo por lo menos se entiende
"Vogue dice que Gigi Hadid y Zayn Malik son “género fluido”, pero no han entendido nada https://t.co/nlpR0QW28J #MusicIsMyLife",0,id=885831656699031556,vogue dice que gigi hadid zayn malik son genero fluido pero no han entendido nada musicismylife
"#PorLaMemoriaM4 ¿ Todavía alguien duda del sesgo franquista de la derecha española ?, se creen ganadores, ganadores del odio que siembran.",0,id=885831586700300290,porlamemoriam todavia alguien duda del sesgo franquista de la derecha espanola se creen ganadores ganadores del odio que siembran
@nene02259153 ¡Este año será perfecto 😉 y la afición disfrutará!,0,id=885831577527349248,este ano sera perfecto la aficion disfrutara
@telemako777 Golpe de estado pero ya ! Hagamos listas de fachas a dedo y fusilemoslos a todos por hdp,1,id=885831492970196992,golpe de estado pero ya hagamos listas de fachas dedo fusilemoslos todos por hdp
"Y tú eres gilipollas. Recuerda tus palabras sobre las víctimas del franquismo... ""abulense"" @pablocasado_ https://t.co/Chk0SabAPs",1,id=885831426666618884,tu eres gilipollas recuerda tus palabras sobre las victimas del franquismo abulense
"Es que la peña es subnormal, publicidad gratis.",0,id=885831238094901254,es que la pena es subnormal publicidad gratis
"#PorLaMemoriaM4 ¿Encontrar y enterrar un familiar, asesinado por un régimen dictatorial es una afición? ¡Este gobierno es una vergüenza!",0,id=885831235033079809,porlamemoriam encontrar enterrar un familiar asesinado por un regimen dictatorial es una aficion este gobierno es una verguenza
"Ya dijo el dictador asesino Franco q lo dejaba todo atado y bien atado Y sigue atado con el PP, como sucesores dl franquismo #PorLaMemoriaM4",1,id=885831129449758720,ya dijo el dictador asesino franco lo dejaba todo atado bien atado sigue atado con el pp como sucesores dl franquismo porlamemoriam
Un barco de la ultraderecha patrullará el Mediterráneo para impedir el rescate de emigrantes https://t.co/Rpe22N4BHa https://t.co/CcT3uXfNIh,0,id=885831093538127873,un barco de la ultraderecha patrullara el mediterraneo para impedir el rescate de emigrantes
#@GuadalajaraAyto es una vergüenza el tratamiento que pretende hacer con las víctimas del franquismo #porlamemoriam4,0,id=885830887069421568,es una verguenza el tratamiento que pretende hacer con las victimas del franquismo porlamemoriam
El maquillaje me ha dado alergia en el ojo y ahora lo tengo rojo como.si me hubiesen metido una hostia,0,id=885830848494391297,el maquillaje me ha dado alergia en el ojo ahora lo tengo rojo comosi me hubiesen metido una hostia
eso no es una TV es un pulpito de fascistas https://t.co/DFXpU0o3rA,0,id=885830684559933441,eso no es una tv es un pulpito de fascistas
"@Tonitigert De verdad! Si todo el argumento es ese, háztelo mirar!!! Una fosa en una cuenta!!! Tarado!",0,id=885830624438890501,de verdad si todo el argumento es ese haztelo mirar una fosa en una cuenta tarado
@ZebasRoa Marica infiel &gt;:v,1,id=885830596114755584,marica infiel gt
"Ya está bien, este pais no deja de sorprenderme para mal, banda de catetos fascistas.",1,id=885830412244848640,ya esta bien este pais no deja de sorprenderme para mal banda de catetos fascistas
No digo lo que pienso del @GuadalajaraAyto y su trato a las víctimas del terrorismo fascista porque voy a la cárcel. De vergüenza.,0,id=885830259836432385,no digo lo que pienso del su trato las victimas del terrorismo fascista porque voy la carcel de verguenza
"@galliaca Este no es de diagonalmente no, de que qué haces loca Moby Dick en verano. No de que no levanta o de que no la lea con sueño.",0,id=885830042487578624,este no es de diagonalmente no de que que haces loca moby dick en verano no de que no levanta de que no la lea con sueno
Venezolanos residentes en Canarias podrán votar en Plebiscito contra dictador Maduro est 16J Resto mundo consulta -&gt; https://t.co/kGrdhSFIyf https://t.co/J0wfpOmmaG,0,id=885829967694536704,venezolanos residentes en canarias podran votar en plebiscito contra dictador maduro est resto mundo consulta gt
"@Wesleyfcb16 Només em falten els nazis dient allò de ""sois racistas antiblancos porque atacáis a los turistas europeos y protegeis manteros"".",1,id=885829962141511680,nomes em falten els nazis dient allo de sois racistas antiblancos porque atacais los turistas europeos protegeis manteros
Han puesto la pantalla en negro para la escena de mierda y se ve mi cara todo lo done con la vida,0,id=885829887654866944,han puesto la pantalla en negro para la escena de mierda se ve mi cara todo lo done con la vida
Presidente Maduro: Convoqué la Constituyente para salvar a Venezuela de la agresión fascista https://t.co/0rObrll1bn,0,id=885829714614603776,presidente maduro convoque la constituyente para salvar venezuela de la agresion fascista
"@azotadorLinares @momo_luismi @t__david @RealJaenCF Para tu información apenas jugó, eres mongolo.de cojones.",0,id=885829681831972864,para tu informacion apenas jugo eres mongolode cojones
"Máscaras de superhéroes que aún requieren maquillaje en los ojos, la gran barrera a romper por el género.",0,id=885829664719163392,mascaras de superheroes que aun requieren maquillaje en los ojos la gran barrera romper por el genero
"Fascistas, viendo el avance de la izquierda https://t.co/wVbJSN1CfU",0,id=885829663846793221,fascistas viendo el avance de la izquierda
Os acordáis de la academia a la que voy que está llena de señores™ haciend coñas machistas y homófobas? Pues hoy han sobrepasado todo.,0,id=885829591876726784,os acordais de la academia la que voy que esta llena de senores tm haciend conas machistas homofobas pues hoy han sobrepasado todo
En resumen: que no llamemos feminismo a cuando los hombres somos gente que simplemente no da asco. Que igual tenemos el listón muy bajo.,0,id=885829334547795968,en resumen que no llamemos feminismo cuando los hombres somos gente que simplemente no da asco que igual tenemos el liston muy bajo
"@CCivicaCatalana Lema espanyol: ""HABLA CASTELLANO SUCIA RATA CATALANA"" ""nos vamos a poner de sangre cerdo catalán hasta las rodillas"" NO? EL VOSTRE Espana https://t.co/hLLshrjUOZ",1,id=885829313161043970,lema espanyol habla castellano sucia rata catalana nos vamos poner de sangre cerdo catalan hasta las rodillas no el vostre espana
@UkeleleKawas @Darsodios @AsilosMagdaleno Gru mi la obra se llama la puta y el maricón,0,id=885829278058905600,gru mi la obra se llama la puta el maricon
digo que tuve que llegar yo para cAMBIAR TU VIDA MONGOLO,0,id=885829094985871360,digo que tuve que llegar yo para cambiar tu vida mongolo
"#porlamemoriam4 Nunca uso insultos, la excepción hoy por lo inhumano de la actitud del @ppguadalajara DESGRACIADOS, MAL NACIDOS, FASCISTAS",1,id=885828956196401154,porlamemoriam nunca uso insultos la excepcion hoy por lo inhumano de la actitud del desgraciados mal nacidos fascistas
